,name,grape,region,variety,rating,notes
90,A to Z Pinot Noir 2012,,Oregon,Red Wine,89,"The 2012 A to Z Pinot Noir invites with vibrant aromas of juicy berries, cherries, lavender and violets, evolving to clove, game, smoke and cherry tobacco. A succulent, focused attack has flavors of blue and red fruits, flowers and earth, then deepens with hints of mocha, gingerbread, green tea and cacao. A very tannic structure is balanced by perfect acidity, giving shape and elegance to the concentration of lush fruit. A beautiful, complex, forward wine results, walking a tightrope between richness and elegance. Built for midterm ageing, the captivating A to Z Pinot Noir once again sets the standard for the superior 2012 Pinot Noir vintage in Oregon. "
91,A to Z Pinot Noir 2013,,Oregon,Red Wine,89,"The 2013 A to Z Pinot Noir leads with aromas of cherries, raspberries, and blackberries, developing to iris, blueberries, strawberries and minerals. A beautiful attack has vibrant red fruit flavors and floral notes, then deepens with hints of blood orange and blueberry jam. Ripe tannins are balanced by perfect acidity and the mid-palate reveals spice, tobacco and earth notes adding richness and complexity. The finish is quite long which allows all the elements of the wine to come together and show the intrinsic balance and complexity of the 2013 Oregon vintage."
92,A to Z Pinot Noir 2014,,Oregon,Red Wine,89,"Clear and vibrant, the 2014 A to Z Oregon Pinot Noir opens with rich primary aromas of strawberries, cherries, blueberries, raspberries, even cranberries, developing to violets, red currants, pipe tobacco, iron, and wet stone. The attack is beautifully balanced between richness and brightness with hints of roses, honeysuckle, red and blue fruit flavors. The mid-palate reveals ripe tannins and crisp acidity with a touch of minerality and spice (cinnamon, anise, saffron, sandalwood) lending greater complexity. This wine, succulent and juicy with great concentration, finishes long and rich with classic Oregon freshness. The harmony and depth of the 2014 Oregon vintage are on full display in the 2014 A to Z Wineworks Pinot Noir. Built for mid-term aging, this wine has great integrity and should drink well on release and for the next 3-5 years. "
93,A to Z Pinot Noir 2017,,"Willamette Valley, Oregon",Red Wine,89,"The garnet red, 2017 A to Z Oregon Pinot Noir showcases what A to Z does best. A vibrant, complex nose opens with floral, stone fruit and berry aromas - rose petal, violet, pomegranate, plum cherry, raspberry, black currant, boysenberry - that deepen with spice and wood notes - cinnamon, white pepper, thyme, vanilla, cedar, sandalwood, chocolate. Gentle oak aging adds definition supporting a delicious, harmonious balance between tannin, acid and fruit. The 2017 A to Z Oregon Pinot Noir is a prime example of the benefits of working with fruit grown in all of the remarkable valleys of Western Oregon."
94,A to Z Pinot Noir (375ML half-bottle) 2013,,Oregon,Red Wine,89,"The 2013 A to Z Pinot Noir leads with aromas of cherries, raspberries, and blackberries, developing to iris, blueberries, strawberries and minerals. A beautiful attack has vibrant red fruit flavors and floral notes, then deepens with hints of blood orange and blueberry jam. Ripe tannins are balanced by perfect acidity and the mid-palate reveals spice, tobacco and earth notes adding richness and complexity. The finish is quite long which allows all the elements of the wine to come together and show the intrinsic balance and complexity of the 2013 Oregon vintage."
95,A to Z Riesling 2013,,Oregon,White Wine,90,"A to Z's 2013 Riesling has fresh aromas of citrus, tangerine peel, ripe melon, sea shells and white flowers. Time in glass reveals aromas of pear, white raisin, lemongrass, guava and kiwi. The aromas carry through to the attack with citrus, wet stone and raspberry. The acidity on the mid-palate is balanced by a hint of sweetness. The finish is long and clean with lingering flavors of lime and wet stone. Complete, complex and beautiful, this wine will gain in age and complexity over the next ten years, but is already drinking great now. A versatile food wine, it pairs exceptionally well with spicy foods which play nicely against the dynamic layers of this Riesling."
96,A to Z Riesling 2014,,"Rogue Valley, Oregon",White Wine,90,"Initial aromas of the 2014 A to Z Oregon Riesling are of pear, apple sauce, and kiwi followed by candied rose petal, lime leaf, clove and mace. Juicy and textured with off-dry sweetness, the wine has good weight and balance while finishing long with zippy acidity and lingering ripe fruit flavors. A versatile food wine, the A to Z Riesling pairs exceptionally well with spicy dishes."
100,A to Z Rose 2016,,Oregon,Pink and Rosé,89,"The 2016 A to Z Rose opens with exuberant aromas of rose, strawberry, hibiscus, watermelon, lemon, thyme and orange peel followed by pomegranate, cranberry and wet stone. On the palate, red fruit flavors with refreshing acidity offer freshness while a creamy nature offers volume and length. Bright and rich at the same time, the wine lingers with strawberry, rose, thyme and mineral flavors finally finishing clean and crisp. While easily paired throughout the year with all types of food, the A to Z Rose was absolutely made for late spring and summer enjoyment."
101,A Tribute to Grace Santa Barbara County Grenache 2016,,"Santa Barbara, Central Coast, California",Red Wine,91,"The 2016 Santa Barbara County Grenache shows aromas of Rose attar, clary, iris and amber. "
102,A Tribute to Grace Santa Barbara County Grenache 2017,,"Santa Barbara, Central Coast, California",Red Wine,91,"Black doris plum, tobacco and cinnamon finishing."
103,A Tribute to Grace Santa Barbara Highlands Vineyard Rose of Grenache 2017,,"Central Coast, California",Pink and Rosé,90,"Nectarine blossom, starfruit, clove and star of anise. This wine was bottled under an Aries moon: February 21st, 2018."
104,A Tribute to Grace Shake Ridge Ranch Vineyard Grenache 2012,,"Amador, Sierra Foothills, California",Red Wine,91,"The 2012 vintage of Snake Ridge Ranch Vineyard Grenache carried an intensity of flavors from the onset. The color of the berries were deeper, the rose petals notes became rose attar, and the resulting wine a far more serious woman."
105,A Tribute to Grace Shake Ridge Ranch Vineyard Grenache 2013,,"Amador, Sierra Foothills, California",Red Wine,90,"The Shake Ridge Ranch Vineyard Grenache carries an intensity of flavors from the onset. The color of the berries were deeper, the rose petals notes became rose attar, and the resulting wine a far more serious woman."
106,A Tribute to Grace Vie Caprice Vineyard Grenache 2014,,"Santa Ynez Valley, Santa Barbara, Central Coast, California",Red Wine,90,"This 100% grenache offers notes of ligonberries, pink peppercorns and clove."
107,A Tribute to Grace Vie Caprice Vineyard Grenache 2015,,"Santa Ynez Valley, Santa Barbara, Central Coast, California",Red Wine,90,"This 100% Grenache has notes of cardamon, Swedish Christmas cake and damson plum."
108,Aalto 2003,,"Ribera del Duero, Spain",Red Wine,90,"It is ironic that one of the youngest properties in the region has one of the most prestigious lineages, but it is the case with Bodegas Aalto. A chance meeting between Mariano Garcia, former star winemaker of Vega Sicilia, and Javier Zaccagnini, former President of the governing body of the Ribera del Duero AOC, gave birth to this quality-oriented estate which produced its first vintage in 1999, a year after its creation.  "
109,Aalto 2004,,"Ribera del Duero, Spain",Red Wine,94,"""The 2004 Aalto has a far different personality than the 2003. More deeply colored, it is also significantly more expressive aromatically. It reveals pain grille, pencil lead, wild blueberry, black raspberry, and blackberry liqueur notes. Opulent on the palate, it has layer upon layer of ripe fruit, and superb length but is still an infant developmentally. Give this top-flight effort 6-8 years to further evolve and drink it through 2032."""
110,Aalto 2005,,"Ribera del Duero, Spain",Red Wine,95,The grapes come exclusively from old vineyards located in 7 different villages of Ribera del Duero. Harvested by hand in small 15 kg containers and thoroughly inspected in selection table.
111,Aalto 2007,,"Ribera del Duero, Spain",Red Wine,95,"It is ironic that one of the youngest properties in the region has one of the most prestigious lineages, but it is the case with Bodegas Aalto. A chance meeting between Mariano Garcia, former star winemaker of Vega Sicilia, and Javier Zaccagnini, former President of the governing body of the Ribera del Duero AOC, gave birth to this quality-oriented estate which produced its first vintage in 1999, a year after its creation."
112,Aalto 2006,,"Ribera del Duero, Spain",Red Wine,90,"It is ironic that one of the youngest properties in the region has one of the most prestigious lineages, but it is the case with Bodegas Aalto. A chance meeting between Mariano Garcia, former star winemaker of Vega Sicilia, and Javier Zaccagnini, former President of the governing body of the Ribera del Duero AOC, gave birth to this quality-oriented estate which produced its first vintage in 1999, a year after its creation."
113,Aalto 2008,,"Ribera del Duero, Spain",Red Wine,95,"This wine's elegance and fruitful presence perfectly displays the vintage's Atlantic influence. In the nose, it offers freshness and a sharp minerality highlighting its complexity. On the palate, you experience excellence structure that is both round and sweet, with silky and persistent tannins, perfectly merged with the acidity and alcohol. It's a complex and long wine that keeps its presence in the mouth, exhibiting a wide range of flavors. Wonderful aging potential, especially after its third year in the bottle, and might be better when decanted before consumption.  "
114,Aalto 2009,,"Ribera del Duero, Spain",Red Wine,91,"This wine's elegance and fruitful presence perfectly displays the vintage's Atlantic influence. In the nose, it offers freshness and a sharp minerality highlighting its complexity. On the palate, you experience excellence structure that is both round and sweet, with silky and persistent tannins, perfectly merged with the acidity and alcohol. It's a complex and long wine that keeps its presence in the mouth, exhibiting a wide range of flavors. Wonderful aging potential, especially after its third year in the bottle, and might be better when decanted before consumption. Pairs well with game, roasted lamb, stews and mature cheeses. "
115,Aalto 2010,,"Ribera del Duero, Spain",Red Wine,94,"This wine's elegance and fruitful presence perfectly displays the vintage's Atlantic influence. In the nose, it offers freshness and a sharp minerality highlighting its complexity. On the palate, you experience excellence structure that is both round and sweet, with silky and persistent tannins, perfectly merged with the acidity and alcohol. It's a complex and long wine that keeps its presence in the mouth, exhibiting a wide range of flavors. "
